word,frequency,lemmas,seven_k,pos,cefr,ranking,tc
hover,733,"[""hovered"",""hovering"",""hovers""]",5,"[""noun"",""verb intransitive"",""other""]",,7360,v.盤旋
barbershop,723,"[""barbershops""]",5,"[""noun""]",,7361,
nonviolent,707,[],5,"[""adjective""]",,7362,adj.非暴力的
torment,705,"[""tormented"",""tormenting"",""torments""]",5,"[""noun"",""verb transitive"",""other"",""adjective""]",,7363,n.痛苦v.折磨
hairstyle,696,[],5,"[""noun""]",,7364,"n.發型,發式"
incense,695,"[""incensed"",""incenses""]",5,"[""verb transitive"",""noun"",""other"",""adjective""]",,7365,"n.熏香,熏香的煙vt.激怒"
hoof,693,"[""hoofed"",""hoofing"",""hooves""]",5,"[""noun"",""verb intransitive"",""adjective"",""noun (plural)""]",,7366,n.蹄v.踢
lawmaker,693,"[""lawmakers""]",5,"[""noun""]",,7367,n.立法者
gallop,693,"[""galloped"",""galloping"",""gallops""]",5,"[""verb intransitive"",""verb transitive"",""other"",""adjective""]",,7368,"n.疾馳,飛奔vi.飛馳,急速進行,急急忙忙地說vt.使飛跑,迅速運輸"
magnify,686,"[""magnified"",""magnifying"",""magnifies""]",5,"[""verb transitive"",""verb intransitive"",""other"",""noun""]",,7369,"vt.放大,擴大,贊美,誇大,誇張vi.有放大能力"
broth,685,"[""broths""]",5,"[""noun""]",,7370,n.肉湯
soften,674,"[""softened"",""softening"",""softens""]",5,"[""verb transitive"",""verb intransitive"",""other"",""noun""]",,7371,"v.(使)變柔軟,(使)變柔和"
deceive,672,"[""deceived"",""deceiving"",""deceives""]",5,"[""verb transitive"",""other""]",,7372,"v.欺騙,行騙"
lofty,664,"[""loftier"",""loftiest""]",5,"[""superlative"",""noun""]",,7373,"adj.高高的,崇高的,高傲的,高級的"
lessen,653,"[""lessened"",""lessening"",""lessens""]",5,"[""adjective"",""verb intransitive"",""other""]",,7374,"v.減少,減輕"
prune,652,"[""pruned"",""pruning"",""prunes""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,7375,v.剪除
shred,648,"[""shredded"",""shredding"",""shreds""]",5,"[""noun"",""other""]",,7376,"n.碎片,破布,少量剩余,最少量v.撕碎,切碎"
exclaim,641,"[""exclaimed"",""exclaiming"",""exclaims""]",5,"[""other"",""noun"",""adjective""]",,7377,"v.呼喊,驚叫,大聲叫"
whereabouts,640,"[""whereaboutses""]",5,"[""adv"",""noun"",""other""]",,7378,"n.下落,行蹤,所在之處adv.在何處n.(用作單或復)行蹤,下落,所在"
outwards,637,[],5,"[""adv""]",,7379,adv.向外地
sandal,634,"[""sandals""]",5,"[""noun""]",,7380,"n.涼鞋,檀香,便鞋v.穿上便鞋"
kindle,633,"[""kindled"",""kindling"",""kindles""]",5,"[""other"",""verb transitive"",""verb intransitive""]",,7381,"vt.點燃,使著火,引起,照亮vi.著火,煽動,激起,發亮"
boyhood,631,"[""boyhoods""]",5,"[""noun""]",,7382,n.少年時代
coupon,629,"[""coupons""]",5,"[""noun""]",,7383,"n.息票,商家的優待券"
beforehand,620,[],5,"[""adv"",""adjective""]",,7384,adv.預先
wig,613,"[""wigged"",""wigging"",""wigs""]",5,"[""noun"",""verb transitive"",""other"",""adjective""]",,7385,
whisk,613,"[""whisked"",""whisking"",""whisks""]",5,"[""noun"",""verb intransitive"",""other"",""adjective""]",,7386,"n.掃帚,毛撣子,攪拌器,打蛋器,拂vt.掃,拂,揮動,迅速移動,攪拌vi.飛奔"
mower,609,"[""mowers""]",5,"[""noun""]",,7387,"n.割草的人,割草機"
dazzle,608,"[""dazzled"",""dazzling"",""dazzles""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,7388,"v.(使)眼花,眩耀n.耀眼"
oar,606,"[""oars""]",5,"[""other""]",,7389,"n.槳,櫓"
gust,594,"[""gusted"",""gusting"",""gusts""]",5,"[""noun"",""verb transitive""]",,7390,"n.陣風,一陣狂風,(雨、冰雹、煙、火、聲音等的)突然一陣,(感情的)迸發,洶湧"
carnation,594,"[""carnations""]",5,"[""noun""]",,7391,"n.荷蘭石竹,康乃馨,粉紅色"
mutton,587,"[""muttons""]",5,"[""noun""]",,7392,"n.羊肉,<謔>綿羊,<俚>女性生殖器,性交"
growl,585,"[""growled"",""growling"",""growls""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7393,"v.咆哮,發牢騷地說n.咆哮聲,怨言"
fowl,583,[],5,"[""noun"",""verb intransitive"",""noun (plural)"",""other""]",,7394,"n.家禽,禽,禽肉v.捕野禽"
agony,582,"[""agonies""]",5,"[""noun"",""noun (plural)""]",,7395,"n.苦惱,極大的痛苦"
shiver,580,"[""shivered"",""shivering"",""shivers""]",5,"[""noun"",""verb transitive"",""verb intransitive"",""other""]",,7396,"v.顫抖,打碎,碎裂n.(無法控制的)顫抖,碎片"
intuition,578,"[""intuitions""]",5,"[""noun""]",,7397,"n.直覺,直覺的知識"
ostrich,577,"[""ostriches""]",5,"[""noun""]",,7398,"n.鴕鳥,鴕鳥般的人"
pane,574,"[""panes""]",5,"[""noun""]",,7399,"n.長方塊,尤指窗格,窗格玻璃,邊,面"
beware,573,"[""bewared"",""bewares"",""bewaring""]",5,"[""verb intransitive"",""verb transitive""]",,7400,"v.小心,謹防"
dresser,567,"[""dressers""]",5,"[""noun"",""verb transitive""]",,7401,"n.梳妝台,化妝師,碗櫃,(醫院)裹傷員"
comprehension,557,"[""comprehensions""]",5,"[""noun""]",,7402,"n.理解,包含"
tart,551,"[""tarted"",""tarting"",""tarts""]",5,"[""verb transitive"",""noun""]",,7403,"adj.酸的,辛辣的,尖酸的,刻薄的vt.打扮n.果餡餅,小烘餅,妓女"
fahrenheit,551,"[""fahrenheits""]",5,"[""adjective"",""noun""]",,7404,"adj.華氏溫度計的n.華氏溫度計,華氏溫度計"
detergent,537,"[""detergents""]",5,"[""adjective"",""noun""]",,7405,"n.清潔劑,去垢劑"
eyelid,535,"[""eyelids""]",5,"[""noun""]",,7406,"n.眼皮,眼瞼"
underline,535,"[""underlined"",""underlining"",""underlines""]",5,"[""verb transitive""]",,7407,"vt.在...下面劃線,作...的襯裡,加下劃線,強調n.下劃線"
widower,534,"[""widowers""]",5,"[""noun""]",,7408,n.鰥夫
motherhood,529,"[""motherhoods""]",5,"[""noun""]",,7409,"n.母性,為母之道,母親身份,母親們(集合稱)"
startle,528,"[""startled"",""startling"",""startles""]",5,"[""verb transitive"",""noun"",""other""]",,7410,v.震驚
plowed,528,[],5,"[""other"",""noun"",""verb transitive"",""verb intransitive""]",,7411,
shortcoming,525,"[""shortcomings""]",5,"[""noun""]",,7412,"n.缺點,短處"
pastime,523,"[""pastimes""]",5,"[""noun"",""verb intransitive""]",,7413,"n.消遣,娛樂"
sharpen,519,"[""sharpened"",""sharpening"",""sharpens""]",5,"[""adjective"",""verb intransitive"",""other""]",,7414,"v.削尖,磨快,尖銳"
crunch,517,"[""crunched"",""crunching"",""crunches""]",5,"[""verb intransitive"",""verb transitive"",""other""]",,7415,"v.嘎扎嘎扎的咬嚼,壓碎,扎扎地踏過n.咬碎,咬碎聲,扎扎地踏"
indispensable,517,"[""indispensables""]",5,"[""adjective"",""noun""]",,7416,"n.不可缺少之物adj.不可缺少的,絕對必要的"
limp,516,"[""limped"",""limping"",""limps""]",5,"[""verb intransitive"",""noun"",""adjective"",""other""]",,7417,"adj.柔軟的,易曲的vi.跛行"
suitcase,507,"[""suitcases""]",5,"[""noun""]",,7418,"n.手提箱,衣箱"
stroll,505,"[""strolling"",""strolls"",""strolled""]",5,"[""verb intransitive"",""noun"",""other""]",,7419,"n.漫步,閑逛,四處流浪v.閑逛,漫步,跋涉於"
knowledgeable,502,[],5,"[""adjective""]",,7420,"adj.知識淵博的,有見識的"
precaution,491,"[""precautions""]",5,"[""noun"",""verb transitive"",""adjective""]",,7421,"n.預防,警惕,防範"
resentment,488,"[""resentments""]",5,"[""noun""]",,7422,"n.怨恨,憤恨"
carton,482,"[""cartons""]",5,"[""noun""]",,7423,"n.硬紙盒,紙板箱"
compassionate,479,[],5,"[""adjective"",""verb transitive"",""other""]",,7424,adj.富於同情心的
peek,468,"[""peeked"",""peeking"",""peeks""]",5,"[""verb intransitive""]",,7425,"n.一瞥,匆忙看過v.偷看"
monstrous,461,[],5,"[""adjective"",""adv""]",,7426,"adj.巨大的,畸形的,怪異的,恐怖的,凶暴的adj.<口>難以置信的,荒謬的"
woe,454,"[""woes""]",5,"[""noun"",""adjective""]",,7427,
sneaker,448,"[""sneakers""]",5,"[""noun""]",,7428,"n.鬼鬼祟祟的人,卑鄙者,運動鞋"
splendor,444,"[""splendors""]",5,"[""noun""]",,7429,"n.光彩,壯觀,傑出"
contagious,441,[],5,"[""adjective"",""adv""]",,7430,"adj.傳染性的,會感染的"
stoop,441,"[""stooped"",""stooping"",""stoops""]",5,"[""noun"",""verb intransitive"",""verb transitive"",""other""]",,7431,"n.彎腰,屈背,屈服vi.彎下,彎下上身,屈服,彎腰,墮落vt.俯曲,辱沒"
straighten,438,"[""straightened"",""straightening"",""straightens""]",5,"[""verb transitive""]",,7432,"v.(使)弄直,伸直"
quack,422,"[""quacked"",""quacking"",""quacks""]",5,"[""verb intransitive"",""noun"",""adjective"",""other""]",,7433,"v.(指鴨)呷呷地叫,大聲閑聊,吹噓n.(鴨子)呷呷叫聲,庸醫,騙子adj.騙人"
simmer,422,"[""simmered"",""simmers"",""simmering""]",5,"[""verb intransitive"",""verb transitive"",""other""]",,7434,"vt.慢煮vi.煨,燉,內部混亂狀態n.將沸騰的狀態,將沸騰的溫度"
permissible,420,[],5,"[""adjective""]",,7435,"adj.可允許的,可容許程度的"
applause,419,"[""applauses""]",5,"[""noun""]",,7436,"n.鼓掌歡迎,歡呼"
devour,416,"[""devoured"",""devouring"",""devours""]",5,"[""verb transitive"",""other"",""noun""]",,7437,"vt.(尤指動物)吞吃,狼吞虎咽,揮霍,(火災等)毀滅,破壞,吞沒,貪看,貪聽"
acne,411,"[""acnes""]",5,"[""noun""]",,7438,"n.痤瘡,粉刺"
hiss,406,"[""hissed"",""hissing"",""hisses""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7439,"v.嘶嘶作聲,用噓聲表示"
nostril,402,"[""nostrils""]",5,"[""noun""]",,7440,n.鼻孔
driveway,399,"[""driveways""]",5,"[""noun""]",,7441,n.車道
weary,399,"[""wearier"",""wearied"",""wearying"",""wearies""]",5,"[""superlative"",""verb transitive"",""verb intransitive"",""other"",""noun""]",,7442,"adj.疲倦的,厭倦的,令人厭煩的,疲勞v.疲倦,厭倦,厭煩"
stutter,397,"[""stuttered"",""stuttering"",""stutters""]",5,"[""other"",""noun"",""adjective""]",,7443,"n.口吃,結結巴巴v.口吃著說"
fume,394,"[""fumed"",""fuming"",""fumes""]",5,"[""noun"",""verb transitive"",""other"",""adjective""]",,7444,"n.(濃烈或難聞的)煙,氣體,一陣憤怒(或不安)v.用煙熏,冒煙,發怒"
mileage,392,"[""mileages""]",5,"[""noun""]",,7445,"n.英裡數,英裡裡程"
dreadful,392,"[""dreadfuls""]",5,"[""adjective""]",,7446,"adj.可怕的,<口>討厭的"
celery,391,"[""celeries""]",5,"[""noun""]",,7447,"n.[植]旱芹,芹菜"
falter,391,"[""faltered"",""faltering"",""falters""]",5,"[""verb transitive"",""other"",""verb intransitive"",""adjective"",""noun""]",,7448,"vt.支吾地說,結巴地講出vi.支吾,蹣跚踉蹌,搖擺,(聲音)顫抖n.顫抖,支吾,躊躇"
accustom,390,"[""accustomed"",""accustoms"",""accustoming""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other"",""adjective""]",,7449,vt.使習慣於
cellphone,386,[],5,[],,7450,
frantic,377,[],5,"[""adjective""]",,7451,"adj.狂亂的,瘋狂的"
scorn,366,"[""scorned"",""scorning"",""scorns""]",5,"[""noun"",""verb intransitive"",""other"",""adjective""]",,7452,"n.輕蔑,嘲笑,被叱責的人vt.輕蔑,不屑做"
blot,362,"[""blotted"",""blotting"",""blots""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,7453,"n.污漬,污點v.弄污"
indifferent,356,[],5,"[""adjective"",""adv""]",,7454,adj.無關緊要的
trample,354,"[""trampled"",""trampling"",""tramples""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,7455,"n.踩踏,蹂躪v.踐踏,踩壞,輕視"
innumerable,352,[],5,"[""adjective""]",,7456,"adj.無數的,數不清的"
brooch,348,"[""brooches""]",5,"[""noun"",""other""]",,7457,"n.胸針,領針"
mingle,345,"[""mingled"",""mingling"",""mingles""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,7458,v.(使)混合
boredom,344,"[""boredoms""]",5,"[""noun""]",,7459,n.厭倦
peddle,334,"[""peddled"",""peddling"",""peddles""]",5,"[""verb intransitive"",""verb transitive"",""other"",""adjective"",""noun""]",,7460,"vi.挑賣,沿街叫賣vt.叫賣,散播"
janitor,323,"[""janitors""]",5,"[""noun""]",,7461,n.看門人
whirl,322,"[""whirled"",""whirling"",""whirls""]",5,"[""verb transitive"",""verb intransitive"",""other""]",,7462,"v.(使)旋轉,急動,急走n.旋轉,—連串快速的活動"
glare,320,"[""glared"",""glaring"",""glares""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other"",""adjective""]",,7463,"n.眩目的光,顯眼,怒目而視,(冰等的表面)光滑的表面v.閃耀"
silkworm,316,"[""silkworms""]",5,"[""noun""]",,7464,"n.蠶,桑蠶,家蠶"
rejoice,315,"[""rejoiced"",""rejoicing"",""rejoices""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7465,"v.(使)欣喜,(使)高興,喜悅"
chubby,302,[],5,"[""adjective""]",,7466,"adj.豐滿的,圓胖的"
taunt,299,"[""taunted"",""taunting"",""taunts""]",5,"[""adjective"",""verb transitive"",""noun"",""other""]",,7467,"n.辱罵,嘲弄vt.嘲弄,奚落adj.[海](桅杆)很高的"
understandable,298,[],5,"[""adjective""]",,7468,"adj.可以理解的,可懂的"
moan,297,"[""moaned"",""moaning"",""moans""]",5,"[""verb intransitive"",""verb transitive"",""other""]",,7469,"n.呻吟,哀悼,呼嘯vi.發出呻吟聲,抱怨,哀悼vt.呻吟"
radish,296,"[""radishes""]",5,"[""noun""]",,7470,n.[植]蘿蔔
cozy,294,"[""cozies""]",5,"[""superlative"",""adjective"",""noun""]",,7471,"adj.舒適的,安逸的,愜意的"
retort,288,"[""retorted"",""retorting"",""retorts""]",5,"[""noun"",""verb intransitive"",""verb transitive"",""other""]",,7472,"v.反駁,反擊,回報n.曲頸甑,曲頸瓶,蒸器"
mayonnaise,282,"[""mayonnaises""]",5,"[""noun""]",,7473,n.蛋黃醬
prick,277,"[""pricked"",""pricking"",""pricks""]",5,"[""verb"",""noun"",""verb intransitive"",""other""]",,7474,"vt.刺,戳,刺痛,豎起vi.刺,豎起n.扎,一刺,刺痛,錐,陰莖adj.豎起的"
wail,276,"[""wailed"",""wailing"",""wails""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other"",""adjective""]",,7475,"n.悲嘆,哀號,痛快vi.悲嘆,哀號,嚎啕vt.悲痛(某人的悲慘遭遇)"
indignity,276,"[""indignities""]",5,"[""noun"",""noun (plural)"",""adjective""]",,7476,"n.輕蔑,侮辱,侮辱的行為"
toil,272,"[""toiled"",""toiling"",""toils""]",5,"[""noun"",""verb intransitive"",""verb transitive"",""verb"",""other"",""adjective""]",,7477,"n.辛苦,苦工,網,羅網,圈套vi.苦干,跋涉,費力地做"
carefree,271,[],5,"[""adjective""]",,7478,"adj.無憂無慮的,輕松愉快的,不負責的"
exaggeration,270,"[""exaggerations""]",5,"[""noun""]",,7479,"n.誇張,誇大之詞"
lest,261,[],5,"[""verb intransitive"",""noun"",""adjective""]",,7480," conj.唯恐,以免,免得,(用於fear,be afraid之後,等於that)"
wholesome,259,[],5,"[""superlative""]",,7481,"adj.衛生的,有益的,健康的,有益健康的"
piss,258,"[""pissed"",""pissing"",""pisses""]",5,"[""other"",""noun""]",,7482,vi.小便vt.撒尿弄濕n.小便
wary,253,"[""warier""]",5,"[""adjective"",""noun""]",,7483,adj.機警的
gloom,243,"[""gloomed"",""glooms""]",5,"[""noun"",""verb intransitive"",""verb transitive"",""other""]",,7484,"n.陰暗,陰沉v.(使)變陰暗,優傷地說,繁榮"
heed,242,"[""heeded"",""heeding"",""heeds""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other"",""adjective""]",,7485,"n.注意,留意v.注意,留意"
priceless,239,[],5,"[""adjective""]",,7486,"adj.無價的,極貴重的"
peddler,239,"[""peddlers""]",5,"[""noun""]",,7487,"n.小販,傳播者"
sloppy,234,[],5,"[""superlative"",""noun""]",,7488,"adj.潮濕的,多陰雨的,濺濕的,濺污的,肥大的"
shove,226,"[""shoved"",""shoving"",""shoves""]",5,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,7489,"n.<口>推,擠vt.<口>推擠,猛推,強使vi.推"
sympathize,224,"[""sympathized"",""sympathizing"",""sympathizes""]",5,"[""verb intransitive"",""verb transitive"",""other""]",,7490,"vi.同情,共鳴,同感,同意,吊唁"
quart,223,"[""quarts""]",5,"[""noun""]",,7491,n.誇脫(容量單位)
counterclockwise,216,[],5,"[""adjective"",""adverb""]",,7492,adj.反時針方向的adv.反時針方向
sniff,215,"[""sniffed"",""sniffing"",""sniffs""]",5,"[""verb transitive"",""noun"",""other""]",,7493,"v.用力吸,嗅,聞到,發覺,輕視,用力吸氣n.吸,聞,吸氣聲,嗤之以鼻"
chatter,213,"[""chattered"",""chattering"",""chatters""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7494,"n.(動物,尤其是鳥類)嘮叨,啁啾聲,(小溪的)潺潺流水聲vi.喋喋不休的談,卡搭作響"
astray,213,[],5,"[""other""]",,7495,"adv.迷途地,入歧途地"
quiver,211,"[""quivered"",""quivering"",""quivers""]",5,"[""adjective"",""verb intransitive"",""noun"",""other""]",,7496,"n.震動,顫抖,箭袋,箭袋中的箭vi.顫抖,振動,射中vt.使顫動adj.敏捷的"
mutter,208,"[""muttered"",""muttering"",""mutters""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7497,"n.咕噥,嘀咕v.咕噥,嘀咕"
eyelash,206,"[""eyelashes""]",5,"[""noun""]",,7498,n.睫毛
briefcase,204,"[""briefcases""]",5,"[""noun""]",,7499,"n.(扁平的,柔韌的,裝文件,書報的)公文包"
disbelief,203,"[""disbeliefs""]",5,"[""noun"",""verb transitive"",""other""]",,7500,n.懷疑
doorstep,199,"[""doorsteps""]",5,"[""noun""]",,7501,"n.門階,入門之階"
cowardly,199,[],5,"[""adjective"",""adv"",""noun""]",,7502,adv.膽怯地
oatmeal,196,"[""oatmeals""]",5,"[""noun""]",,7503,"n.(燕)麥片,(燕)麥粥"
feeble,191,[],5,"[""superlative"",""verb transitive"",""adv"",""noun""]",,7504,"adj.虛弱的,衰弱的,無力的,微弱的,薄弱的"
hearty,189,"[""heartier"",""heartiest"",""hearties""]",5,"[""superlative"",""noun"",""noun (plural)""]",,7505,"adj.衷心的,親切的,精神飽滿的,豐盛的,強烈的"
beautify,184,"[""beautified"",""beautifying"",""beautifies""]",5,"[""verb transitive"",""verb intransitive"",""other""]",,7506,v.美化
bosom,178,"[""bosoms""]",5,"[""noun"",""adjective"",""verb transitive"",""other""]",,7507,"n.胸部,胸,胸懷,內心,內部,中間,任何溫暖、舒適而熟悉的地方vt.懷抱,隱匿"
fuss,172,"[""fussed"",""fussing"",""fusses""]",5,"[""noun"",""verb intransitive"",""other""]",,7508,"n.忙亂,大驚小怪,大驚小怪的人v.忙亂,大驚小怪"
trifle,169,"[""trifled"",""trifles"",""trifling""]",5,"[""noun"",""verb transitive"",""other"",""adjective""]",,7509,"n.瑣事,少量,蛋糕,小事v.開玩笑,玩弄,閉混,浪費,嘲弄"
gleam,169,"[""gleamed"",""gleaming"",""gleams""]",5,"[""verb intransitive"",""noun"",""verb transitive"",""other""]",,7510,"n.微弱的閃光,一絲光線,瞬息的一現vi.閃爍,隱約地閃現vt.使發微光,使閃爍"
rustle,165,"[""rustled"",""rustling"",""rustles""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7511,"n.沙沙聲,颯颯聲vi.發出沙沙聲,奮力工作,急速移動vt.使沙沙響"
pessimism,165,"[""pessimisms""]",5,"[""noun""]",,7512,"n.悲觀,悲觀主義"
landlady,163,"[""landladies""]",5,"[""noun"",""noun (plural)""]",,7513,"n.女房東,女地主,(旅館等的)老板娘"
overhear,160,"[""overheard"",""overhearing"",""overhears""]",5,"[""verb transitive"",""other""]",,7514,"vt.無意中聽到,偷聽"
overwork,153,"[""overworking"",""overworked"",""overworks""]",5,"[""verb transitive"",""noun"",""other""]",,7515,"n.過度操勞,過度工作v.(使)工作過度"
gasp,149,"[""gasped"",""gasping"",""gasps""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7516,"vi.喘息,氣喘vt.氣吁吁地說"
airtight,145,[],5,"[""adjective""]",,7517,"adj.密封的,無懈可擊的"
shriek,144,"[""shrieked"",""shrieking"",""shrieks""]",5,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,7518,"v.尖聲叫喊,聳人聽聞地報道,尖聲喊叫n.尖叫,尖聲,尖聲喊叫"
mumble,122,"[""mumbled"",""mumbling"",""mumbles""]",5,"[""verb"",""verb transitive"",""other"",""adjective"",""noun""]",,7519,"n.喃喃而語,咕噥,閉嘴細嚼v.喃喃而語,咕噥"
